"build_time_min","deploy_time_min","commit_size_loc","num_bugs","test_coverage_pct","ticket_resolution_h","team","module","priority","deploy_status"
14.22,24.99,160,3,57.99,40.52,"Delta","ui","crítica","success"
3.41,26.43,186,3,69.92,22.41,"Delta","ui","baja","failed"
12.8,3.43,150,0,72.83,8.97,"Gamma","auth","baja","success"
8.08,59.67,162,0,67.76,61.01,"Beta","database","baja","success"
11.16,1.78,151,2,64.71,10.01,"Gamma","analytics","baja","rolled_back"
9.01,8.95,140,2,76.89,63.83,"Alpha","database","baja","failed"
6.3,10.35,150,5,76.61,7.8,"Beta","api","media","success"
8.48,34.75,140,0,83.01,10.3,"Gamma","auth","baja","success"
4.65,8.47,161,1,77.16,28.69,"Gamma","api","alta","failed"
6.67,36.79,156,5,69.69,40.33,"Delta","api","media","success"
4.2,7.91,173,4,74.98,12.33,"Gamma","auth","baja","success"
11.25,92.74,167,2,77.23,30.84,"Delta","ui","baja","success"
23.79,4.27,146,4,77.53,50.36,"Beta","auth","media","failed"
9.03,43.12,161,3,78.23,54.29,"Gamma","analytics","media","success"
11.04,12.05,153,4,36.7,4.57,"Delta","analytics","media","failed"
9.83,17.77,142,0,83.22,26.64,"Delta","api","baja","success"
34.87,10.49,152,6,72.85,45.3,"Delta","ui","media","success"
23.09,11.42,131,2,72.88,62.04,"Gamma","auth","baja","success"
6.61,47.71,148,0,84.61,17.84,"Gamma","analytics","alta","success"
6.94,32.14,152,2,88.94,1.7,"Gamma","auth","media","success"
11.95,7.02,169,2,72.96,4.62,"Gamma","api","alta","success"
28.19,13.04,162,1,59.38,3.39,"Gamma","auth","media","success"
21.66,61.49,147,4,59.69,30.79,"Gamma","ui","alta","rolled_back"
11.65,10.44,155,1,70.61,25,"Alpha","auth","baja","success"
12.04,47.76,165,3,74.36,62.3,"Alpha","api","baja","success"
6.34,6.67,175,6,71.52,41.28,"Alpha","ui","media","success"
8.94,4.69,141,0,100,51.49,"Delta","api","baja","success"
20.31,6.39,144,1,83.78,11.51,"Gamma","database","baja","success"
16.36,13.5,140,0,62.31,19.95,"Beta","database","baja","rolled_back"
29.86,18.94,130,1,100,19.57,"Alpha","ui","baja","success"
9.13,15.06,137,0,60.25,1.54,"Alpha","database","alta","failed"
26.78,8.67,131,3,68.55,11.49,"Beta","database","media","success"
9.84,8.65,152,4,59.59,12.76,"Gamma","database","media","failed"
23.57,17.41,168,1,79.57,14.38,"Beta","api","alta","rolled_back"
22.78,27.35,148,1,71.66,5.94,"Gamma","database","media","success"
13.91,22.77,153,1,80.3,19.36,"Beta","analytics","alta","success"
10.43,19.99,155,2,70.43,18.61,"Delta","analytics","media","success"
7.6,27.06,166,2,74.76,35.21,"Gamma","api","baja","failed"
7.47,5.87,145,2,79.05,11.63,"Delta","database","alta","success"
12.47,13.52,157,4,55.66,17.43,"Alpha","database","baja","rolled_back"
15.2,5.79,134,1,77.04,5.86,"Beta","ui","media","success"
7.46,41.9,141,2,77.84,26.11,"Beta","analytics","crítica","rolled_back"
19.05,18.65,181,3,85.4,46.16,"Beta","database","alta","failed"
11.72,38.26,157,3,79.92,4.73,"Alpha","api","alta","success"
11.73,29.93,152,1,81.98,31.8,"Beta","api","baja","success"
12.61,0.88,160,2,78.82,15.53,"Delta","analytics","media","success"
6.3,10.36,161,4,87.01,53.3,"Alpha","ui","crítica","success"
12.84,14.16,136,3,83.18,1.42,"Beta","ui","alta","failed"
13.79,16.24,147,2,83.17,9.95,"Gamma","api","crítica","success"
29.38,36.98,152,5,69.29,63.35,"Beta","analytics","media","success"
14.07,21.61,131,3,96.05,50.19,"Alpha","ui","baja","success"
6.49,41.35,157,2,79.39,5.82,"Gamma","ui","baja","success"
10.42,79.36,161,1,91.17,13,"Alpha","auth","media","success"
17.78,22.26,111,3,63.35,46.21,"Delta","analytics","baja","success"
5.52,19.65,158,2,81.69,22.58,"Alpha","auth","media","success"
35.18,44.36,152,2,65.36,15.44,"Gamma","database","baja","success"
16.27,18.43,124,1,100,4.47,"Alpha","api","baja","success"
8.62,9.55,162,1,78.12,6.12,"Alpha","ui","crítica","failed"
19.08,6.14,157,2,79.24,1.32,"Alpha","database","crítica","success"
9.32,35.93,180,1,48.45,10.95,"Gamma","analytics","alta","rolled_back"
16.96,15.91,138,2,50.73,51.64,"Delta","database","baja","success"
33.18,57.69,143,2,76.05,12.79,"Gamma","analytics","media","success"
6.1,42.8,151,1,71.1,3.67,"Delta","auth","alta","success"
27.73,21,141,3,80.54,7.27,"Delta","database","alta","success"
6.01,11.1,142,4,81.81,12.06,"Alpha","analytics","baja","success"
21.48,30.78,143,2,83.08,10.2,"Gamma","auth","baja","success"
16.12,29.8,132,2,86.12,69.6,"Gamma","api","baja","success"
16.31,9.11,151,1,81.9,12.48,"Gamma","api","alta","success"
23.75,14.46,130,2,78.47,51.17,"Gamma","auth","alta","success"
11.91,13.72,135,2,85.06,33.3,"Beta","api","alta","success"
5.55,43.85,118,4,71.98,12.34,"Beta","analytics","baja","success"
13.69,11.16,137,0,82.86,30.59,"Gamma","analytics","alta","success"
45.9,37.32,167,3,81.7,10.93,"Gamma","auth","baja","success"
6.49,27.22,163,4,52.35,4.98,"Delta","analytics","baja","rolled_back"
4.81,3.68,150,2,77.57,24.75,"Alpha","auth","media","failed"
10.73,26.99,156,1,72.43,21.3,"Gamma","analytics","baja","rolled_back"
7.82,15.69,136,4,55.41,35.95,"Delta","database","media","success"
16.31,10.52,152,1,85.03,17.6,"Gamma","auth","crítica","rolled_back"
5.58,2.05,155,1,72.92,26.03,"Delta","auth","alta","failed"
14.64,21.17,144,4,71.43,11.78,"Alpha","ui","baja","success"
13.81,6.6,155,2,67.68,38.09,"Gamma","database","baja","success"
20.94,9.36,138,1,60.59,42.78,"Alpha","api","media","success"
12.03,3.07,137,1,81.03,18.44,"Delta","database","baja","failed"
12.4,6.37,161,3,86.25,10.28,"Beta","auth","crítica","failed"
41.21,52.41,150,2,88.48,4.97,"Gamma","database","alta","rolled_back"
21.63,51.68,144,0,82.85,7.47,"Alpha","analytics","baja","success"
9.18,59.65,148,2,76.98,17.54,"Alpha","api","baja","success"
19.34,0.86,170,1,81.44,20.68,"Alpha","database","alta","success"
16.14,7.28,134,4,81.64,4.5,"Gamma","ui","crítica","success"
28.44,8.38,165,2,89.92,22.22,"Gamma","analytics","baja","failed"
28.95,25.26,149,5,64.59,4.63,"Gamma","ui","media","success"
4.09,11.28,151,2,64.39,6.29,"Alpha","analytics","baja","success"
14.33,20.22,134,3,76.73,5.1,"Beta","ui","baja","success"
47.89,24.06,153,1,52.69,20.92,"Gamma","api","baja","success"
10.42,28.52,127,0,81.29,9.42,"Delta","api","media","success"
12.4,22.65,140,3,72.32,15.31,"Delta","ui","crítica","success"
16.59,16.37,167,2,100,8.81,"Beta","auth","alta","failed"
3.04,11.72,155,1,55.97,8.46,"Alpha","database","media","success"
15.38,23.36,135,2,84.7,13.03,"Alpha","analytics","baja","success"
18.64,6.07,145,1,89.31,6.1,"Beta","api","baja","success"
9.94,8.54,159,3,89.06,2.81,"Delta","api","baja","success"
18.27,20.55,141,3,73.87,23.93,"Beta","ui","baja","success"
10.01,3.55,143,2,79.75,27.58,"Beta","database","media","success"
4.59,23.2,149,0,65.41,29.9,"Gamma","database","alta","success"
32.89,17.44,148,1,68.62,3.98,"Alpha","ui","baja","success"
10.56,57.14,137,1,67.1,13.86,"Gamma","api","baja","success"
3.88,11.82,149,2,83.6,49.15,"Gamma","api","media","success"
10.08,56.93,136,3,100,9.97,"Delta","auth","media","failed"
22.72,37.3,153,0,79.2,5.28,"Delta","analytics","baja","failed"
4.31,34.76,154,1,82.46,39.01,"Beta","analytics","alta","success"
8.79,2.34,135,0,66.02,22.39,"Beta","api","media","success"
16.04,6.79,169,1,78.51,1.19,"Alpha","api","media","success"
7.31,16.02,164,3,78.21,6.89,"Beta","analytics","crítica","success"
14.15,20.24,143,3,94.92,25.88,"Beta","ui","baja","success"
12.4,24.6,153,6,57.37,19.78,"Delta","database","baja","success"
14.55,7.13,165,2,66.27,15.39,"Gamma","database","baja","success"
38.87,13.42,131,2,62.72,4.56,"Gamma","auth","crítica","success"
26.07,21.47,139,4,77.35,0.5,"Alpha","analytics","media","success"
11.03,7,165,3,54.86,35.45,"Alpha","auth","alta","success"
8.95,20.16,147,2,95.32,3.44,"Gamma","database","media","success"
16.81,18.88,147,4,78.67,20.74,"Beta","database","baja","success"
5.66,9.7,164,3,65.18,11.35,"Alpha","database","media","success"
18.71,31.2,149,2,87.53,30.65,"Delta","ui","baja","success"
18.07,19.07,180,0,67.88,3.6,"Delta","database","crítica","success"
39.94,5.28,140,7,82.29,33.95,"Alpha","api","baja","success"
13.62,74.3,143,4,70.28,41.78,"Gamma","ui","media","success"
13.51,27.05,149,1,83.04,57.5,"Delta","auth","baja","failed"
3.32,15.34,147,4,59.26,13.28,"Gamma","analytics","baja","success"
14.27,25.54,148,2,69.7,29.38,"Alpha","ui","media","success"
14.03,19.99,150,2,76.74,40.75,"Beta","analytics","alta","success"
24.43,9.97,151,4,74.06,38.29,"Alpha","auth","crítica","success"
16.98,11.92,160,2,81.32,11.96,"Alpha","analytics","crítica","success"
22.87,16.21,160,2,93.53,7.95,"Delta","analytics","baja","failed"
6.08,60.92,145,5,61.11,8.2,"Beta","api","baja","success"
7.78,0.48,155,4,52.64,22.68,"Delta","analytics","media","success"
14.74,6.15,142,1,69.21,1.22,"Gamma","auth","baja","success"
7.62,11.93,162,1,88.47,4.4,"Delta","database","alta","success"
16.98,23.49,153,1,91.65,37.54,"Alpha","ui","media","success"
32.45,20.31,150,2,78.06,6.61,"Alpha","analytics","crítica","success"
14.55,19.21,152,3,73.27,14.91,"Alpha","database","media","success"
19.11,21.06,164,3,68.03,15.41,"Alpha","ui","baja","success"
21.67,46.89,144,1,84.2,12.14,"Delta","api","baja","failed"
11.89,3.52,138,2,78.83,2.35,"Alpha","analytics","alta","success"
10.61,39.56,162,1,64.85,15.37,"Beta","analytics","alta","success"
24.4,23.58,152,2,82.54,3.55,"Beta","database","media","success"
15.25,8.7,154,3,95.89,36.39,"Gamma","api","baja","success"
24.8,4.44,151,1,100,19.59,"Delta","api","media","success"
12.48,14.95,170,1,72.37,5.13,"Gamma","ui","baja","failed"
8.16,14.17,161,3,80.63,21.12,"Beta","database","alta","success"
24.16,30.83,132,2,79.73,4.74,"Beta","auth","baja","success"
16.45,30.9,152,1,65.59,24.69,"Alpha","api","media","success"
13.96,15.17,142,2,55.99,33.91,"Alpha","auth","alta","success"
8.6,10.57,124,1,58.33,12.14,"Beta","auth","alta","success"
48.5,12.1,137,2,75.65,7.29,"Beta","ui","media","failed"
8.25,24.97,153,0,71.25,2.76,"Alpha","ui","crítica","success"
17.28,13.53,176,1,89.82,31.2,"Gamma","ui","baja","success"
14.84,30.65,171,0,89.45,11.26,"Beta","database","media","success"
1.95,24.36,154,3,46.82,48.81,"Delta","ui","crítica","success"
30.72,28.11,136,8,89.88,6.75,"Alpha","api","alta","success"
4.97,10.32,143,1,73.26,6.14,"Alpha","analytics","alta","success"
13.64,31.87,147,1,80.46,18.98,"Gamma","analytics","media","success"
36.84,24.27,125,1,77.48,10.57,"Alpha","ui","baja","success"
7.83,11.13,138,2,47.3,12.05,"Beta","database","baja","success"
23.89,19.47,147,3,84.81,3.41,"Gamma","ui","baja","success"
24.88,18.42,163,2,68.34,22.93,"Beta","database","media","success"
22.45,27.74,158,2,69,3.93,"Alpha","database","media","success"
21.03,11.63,144,3,86.68,41.95,"Alpha","ui","baja","success"
13.82,20.17,170,0,66.27,28.79,"Beta","auth","crítica","success"
6.46,5.24,161,0,81.57,0.03,"Alpha","api","crítica","success"
28.26,7.22,168,2,74.99,32.49,"Alpha","api","baja","rolled_back"
5.86,35.99,173,1,100,9.05,"Alpha","ui","alta","success"
29.62,10.64,160,0,93.54,3.58,"Delta","api","baja","success"
26.22,53.22,164,2,56.45,26.59,"Alpha","auth","media","success"
15.71,11.43,162,4,95.5,5.4,"Gamma","database","baja","success"
3.53,19.21,172,1,87.76,16.94,"Delta","analytics","baja","success"
2.92,4.43,154,1,73.94,48.47,"Alpha","ui","alta","success"
7.3,36.59,159,1,72.45,41.01,"Beta","ui","media","rolled_back"
55.4,45.27,132,2,54.21,2.18,"Delta","api","baja","failed"
20.79,5.97,156,2,84.11,15.27,"Delta","auth","baja","rolled_back"
22.16,5.45,138,1,80.96,35.65,"Beta","database","crítica","success"
19.27,16.53,148,3,69.21,14.49,"Alpha","auth","baja","success"
8.18,16.57,169,2,75.68,27.06,"Alpha","ui","media","success"
7.95,27.03,145,5,59.89,4.62,"Beta","api","baja","success"
22.23,3.41,155,0,69.11,3.71,"Delta","database","baja","success"
17.53,16.29,142,1,82.27,53.62,"Delta","auth","baja","success"
5.92,1.63,148,2,76.45,14.85,"Gamma","database","baja","success"
8.05,25.85,135,1,74.82,6.78,"Delta","api","alta","success"
9.31,6.69,149,3,95.1,0.43,"Gamma","auth","crítica","success"
11.31,33.89,142,2,100,9.26,"Gamma","api","media","success"
21.35,31.89,146,3,83.2,23.9,"Delta","auth","media","success"
15.66,15.67,159,1,68.85,2.86,"Alpha","analytics","media","success"
5.87,21.67,147,2,60.38,18.85,"Alpha","auth","baja","success"
5.05,23.87,139,0,67.64,NA,"Delta","database","alta","rolled_back"
11.82,17.31,165,3,68.87,5.7,"Alpha","api","baja","success"
18.62,2.51,153,2,66.14,25.13,"Gamma","analytics","media","success"
19.27,14.91,150,4,100,23.02,"Delta","database","alta","success"
5.92,12.81,142,3,87.53,21.35,"Gamma","analytics","crítica","success"
15.76,45.09,165,3,85.34,38.87,"Alpha","analytics","alta","success"
6.71,32.92,155,2,79.39,12.83,"Gamma","database","media","failed"
15.96,25.9,145,2,68.32,31.06,"Alpha","auth","media","success"
16.18,22.23,142,3,77.16,4.43,"Alpha","database","alta","failed"
14.1,6.62,132,1,82.13,9.77,"Alpha","ui","media","success"
5.67,3.84,158,1,70.11,9.72,"Delta","auth","media","success"
14.66,9.21,138,2,73.51,29.44,"Beta","analytics","media","success"
13.05,7.33,162,2,70.11,11.74,"Delta","auth","crítica","success"
8.67,21.29,144,0,85.92,3.09,"Gamma","database","baja","success"
16.92,8.8,144,2,71.66,5.48,"Beta","database","baja","success"
14,8.19,136,1,67.16,1.32,"Gamma","api","baja","success"
12.45,11.55,169,4,74.08,1.65,"Delta","database","crítica","success"
6.71,29.38,161,0,62.15,14.01,"Gamma","auth","alta","failed"
7.55,4.52,141,7,60.12,33.36,"Beta","api","baja","rolled_back"
61.98,19.92,152,5,57.93,3.77,"Beta","ui","crítica","success"
8.66,11.18,153,2,49.19,0.27,"Beta","api","crítica","success"
16.14,19.81,130,1,68.38,1.25,"Gamma","api","crítica","success"
17.3,53.74,150,0,68.9,28.91,"Beta","database","baja","success"
16.73,31.03,131,2,70.82,11.7,"Gamma","auth","baja","failed"
29.09,20.25,156,2,95.97,40.66,"Alpha","ui","baja","success"
5.55,5.76,161,1,66.08,61.67,"Alpha","ui","media","success"
12.1,5.69,130,3,80.57,0.97,"Delta","api","crítica","success"
11.99,19.01,143,2,80.89,NA,"Beta","auth","alta","success"
25.81,11,157,2,70.21,0.65,"Delta","api","baja","success"
8.78,16.01,147,4,86.53,5.94,"Delta","analytics","media","success"
10.15,26.7,175,4,62.47,15.77,"Beta","analytics","alta","success"
20.16,14.26,159,1,67.77,6.93,"Beta","api","media","success"
17.35,31.19,133,3,51.8,3.09,"Beta","database","baja","rolled_back"
24.4,14.19,150,0,91.02,3.09,"Beta","auth","crítica","success"
5.3,11.71,143,1,41.68,18.58,"Gamma","api","crítica","success"
14.68,23.4,135,3,73.46,1.88,"Delta","database","alta","success"
7.04,17.82,153,1,78.18,1.55,"Delta","api","alta","failed"
24.98,35.12,149,4,80.71,2.37,"Gamma","auth","crítica","success"
6.75,48.95,149,3,83.67,11.72,"Delta","database","media","success"
11.29,2.65,140,1,69.56,22.96,"Beta","analytics","media","success"
17.21,12.71,147,1,74.39,1.26,"Alpha","auth","alta","success"
3.98,8.1,171,1,79.02,4.09,"Delta","ui","baja","success"
16.1,13.26,141,2,63.69,83.29,"Delta","api","media","success"
10.35,14.17,163,1,56.46,14.14,"Beta","api","crítica","success"
12.06,5.95,165,0,79.72,16.04,"Delta","analytics","baja","failed"
13.74,43.69,131,2,90.23,25.23,"Alpha","ui","baja","rolled_back"
6.68,3.85,165,2,71.22,13.03,"Alpha","auth","alta","success"
15.08,21.51,131,2,74.71,12.94,"Alpha","auth","baja","success"
29.23,20.54,177,2,80.93,23.18,"Gamma","auth","baja","success"
4.25,16.31,151,3,88.2,24.63,"Alpha","ui","alta","success"
21.02,6.34,163,2,93.28,36.64,"Delta","auth","media","success"
19.29,57.07,158,2,86.15,15.29,"Beta","api","media","success"
7.28,38.77,162,4,68.04,9.58,"Beta","analytics","baja","success"
15.62,7.45,152,2,76.59,22.83,"Beta","auth","baja","success"
24.5,13.69,168,4,73.34,12.8,"Alpha","analytics","baja","success"
15.2,25.12,149,1,92.33,4.07,"Delta","auth","crítica","success"
11.43,20.48,149,2,57.1,31.46,"Gamma","api","media","failed"
12.49,12.67,145,2,82.91,30.35,"Delta","ui","media","success"
5.83,13.07,142,1,78.27,6.2,"Beta","analytics","alta","success"
16.46,16.55,139,1,79.89,4.38,"Delta","analytics","baja","success"
35.24,19.28,162,1,79.04,19.6,"Beta","ui","media","success"
5.11,15.86,134,4,68.91,29.99,"Alpha","analytics","baja","success"
16.06,27.26,139,2,73.41,22.52,"Gamma","analytics","alta","success"
29.34,7.29,154,0,75.56,31.62,"Gamma","auth","baja","success"
14.26,24.01,146,3,63.33,30.46,"Gamma","analytics","crítica","success"
25.48,48.19,135,1,79.04,30.84,"Delta","database","media","success"
34.16,20.01,142,3,78.05,42.99,"Delta","analytics","media","failed"
13.76,39.77,161,2,77.93,27.63,"Delta","auth","baja","success"
27.16,31.38,147,3,75.21,38.33,"Alpha","auth","alta","success"
15.24,18.22,153,1,74.31,0.12,"Gamma","api","baja","failed"
16.58,20.41,162,3,62.6,1.24,"Delta","database","baja","failed"
2.23,20.12,164,2,77.36,76.38,"Beta","api","baja","success"
7.01,23.17,148,1,66.69,0.47,"Alpha","api","baja","success"
1.64,33.93,167,4,78.65,4.91,"Alpha","api","alta","success"
14.43,19.78,138,0,78.57,6.86,"Beta","ui","baja","failed"
17.61,23.09,144,3,76.09,66.82,"Gamma","api","baja","success"
3.83,10.34,140,1,81.24,12.53,"Gamma","database","alta","success"
17.32,4.56,162,1,57.3,6.96,"Beta","ui","baja","success"
33.13,17.28,139,4,61.82,11.88,"Beta","ui","media","success"
28.58,6.83,167,4,67.84,3.91,"Delta","auth","baja","success"
14.02,14.44,155,2,54.77,8.32,"Delta","database","baja","success"
11.41,61.01,145,0,63.13,9.55,"Gamma","auth","baja","success"
6.36,14.28,153,0,40.64,22.34,"Beta","database","baja","success"
6.52,19.59,125,5,89.8,2.42,"Delta","auth","baja","failed"
10.85,3.76,144,2,99.7,8.79,"Alpha","api","baja","success"
11.56,12.77,146,3,98.87,59.54,"Delta","ui","crítica","success"
18.39,4.5,151,3,74.41,45.64,"Delta","auth","baja","success"
41.99,9.84,139,4,56.75,54.27,"Gamma","database","alta","success"
13.85,11.07,143,2,69.39,3.06,"Gamma","database","baja","success"
32.1,5.9,150,1,90.25,5.18,"Beta","analytics","baja","success"
14.59,15.73,144,3,86.37,0.9,"Beta","api","baja","success"
31.58,9.23,140,2,75.24,25.68,"Alpha","ui","media","success"
16.61,30.21,154,1,76.37,1.09,"Gamma","database","media","success"
12.61,13.75,149,2,90.64,5.32,"Alpha","analytics","alta","success"
13.97,5.56,132,4,69.13,27.15,"Delta","database","baja","success"
10.33,20.48,144,0,66.52,12.63,"Beta","database","crítica","success"
2.36,7.53,151,2,92.58,13.32,"Alpha","auth","alta","success"
16.3,6.12,169,1,49.76,13.35,"Delta","ui","baja","failed"
31.12,12.71,125,3,58.49,11.07,"Delta","analytics","media","rolled_back"
5.25,24.38,135,2,74.51,0.1,"Beta","database","baja","success"
15.62,14.66,146,2,73.93,9.35,"Gamma","api","baja","success"
11.69,15.71,167,2,67.89,5.12,"Beta","auth","media","success"
10.41,22.86,153,4,71.63,10.49,"Beta","analytics","crítica","success"
6.74,15.08,143,2,60.38,2.17,"Delta","database","baja","success"
3.3,12.43,140,1,84.17,3.2,"Beta","api","baja","success"
11.16,12.9,151,3,60.49,77.14,"Gamma","analytics","media","success"
10.07,40.56,129,0,93.38,17.21,"Beta","api","media","success"
2.03,13.51,153,3,89.15,42.61,"Gamma","auth","alta","success"
19.1,21.08,157,2,69.14,9.31,"Gamma","analytics","media","success"
19.52,28.58,151,0,48.9,16.23,"Beta","auth","media","failed"
19.34,12.9,138,3,76.18,0.37,"Alpha","ui","media","failed"
14.14,22.61,136,4,79.42,9.61,"Gamma","analytics","media","success"
26.8,16.85,155,2,73.68,2.7,"Alpha","auth","media","success"
6.53,18.18,145,2,90.89,54.27,"Delta","api","alta","success"
15.18,19.99,134,4,76.25,4.54,"Gamma","auth","baja","success"
22.82,27.74,157,4,50.42,9.1,"Alpha","analytics","alta","failed"
21.89,20,170,3,51.59,11.42,"Beta","api","baja","failed"
5.26,17.84,159,1,81.56,43.61,"Alpha","database","alta","rolled_back"
15.19,3.42,145,0,73.32,13.74,"Gamma","api","media","success"
15.68,13.96,164,2,58.29,8.67,"Delta","auth","crítica","success"
20.39,17.48,136,3,81,12.17,"Beta","auth","alta","success"
20.97,11.73,162,1,66.94,7.39,"Alpha","auth","alta","success"
0.67,8.17,153,1,80.12,29.45,"Beta","analytics","media","success"
18.86,11.5,145,1,97.45,18.22,"Gamma","ui","alta","success"
21.44,30.43,156,3,80.81,10,"Gamma","database","media","success"
